62,24,-0.0875                 
64,24,-0.1                    
64,24,-0.1                    
65,24,-0.10625                
65,24,-0.10625                
65,24,-0.10625                
65,24,-0.10625                
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.10625                
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
66,24,-0.1125                 
65,24,-0.10625                
65,24,-0.10625                
65,24,-0.10625                
65,24,-0.10625                
64,24,-0.1                    
58,24,-0.0625                 
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
62,24,-0.0875                 
69,24,-0.13125                
70,24,-0.1375                 
70,24,-0.1375                 
69,24,-0.13125                
16,24,0.1875                  
0,24,0.3                      
0,24,0.3                      
15,24,0.2                     
68,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
64,24,-0.1                    
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
69,24,-0.13125                
69,24,-0.13125                
68,24,-0.125                  
20,24,0.175                   
10,24,0.2375                  
12,24,0.225                   
8,24,0.25                     
69,24,-0.13125                
69,24,-0.13125                
70,24,-0.13125                
66,24,-0.1125                 
10,24,0.2375                  
10,24,0.2375                  
12,24,0.225                   
70,24,-0.1375                 
70,24,-0.1375                 
70,24,-0.1375                 
69,24,-0.13125                
68,24,-0.125                  
27,24,0.13125                 
27,24,0.13125                 
26,24,0.1375                  
24,24,0.15                    
66,24,-0.1125                 
69,24,-0.13125                
69,24,-0.13125                
63,24,-0.1                    
36,24,0.075                   
35,24,0.08125                 
37,24,0.06875                 
38,24,0.0625                  
69,24,-0.13125                
70,24,-0.1375                 
69,24,-0.13125                
48,24,0                       
42,24,0.04375                 
38,24,0.0625                  
38,24,0.0625                  
69,24,-0.13125                
70,24,-0.1375                 
69,24,-0.13125                
43,24,0.025                   
40,24,0.05                    
39,24,0.05625                 
40,24,0.05                    
38,24,0.0625                  
69,24,-0.13125                
69,24,-0.13125                
65,24,-0.10625                
43,24,0.03125                 
40,24,0.05                    
38,24,0.0625                  
48,24,0.00625                 
69,24,-0.13125                
69,24,-0.13125                
68,24,-0.125                  
44,24,0.025                   
41,24,0.04375                 
41,24,0.04375                 
41,24,0.04375                 
68,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
57,24,-0.05625                
44,24,0.025                   
41,24,0.04375                 
40,24,0.05                    
49,24,0.00625                 
68,24,-0.125                  
68,24,-0.13125                
67,24,-0.11875                
47,24,0.00625                 
44,24,0.025                   
42,24,0.0375                  
41,24,0.04375                 
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
57,24,-0.05625                
45,24,0.01875                 
40,24,0.05                    
36,24,0.075                   
45,24,0.03125                 
68,24,-0.125                  
69,24,-0.125                  
68,24,-0.125                  
61,24,-0.08125                
35,24,0.08125                 
29,24,0.11875                 
27,24,0.13125                 
26,24,0.1375                  
66,24,-0.1125                 
68,24,-0.125                  
68,24,-0.125                  
66,24,-0.1125                 
29,24,0.11875                 
29,24,0.11875                 
30,24,0.1125                  
30,24,0.1125                  
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
64,24,-0.10625                
31,24,0.10625                 
28,24,0.125                   
29,24,0.11875                 
68,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
64,24,-0.1                    
33,24,0.09375                 
33,24,0.09375                 
33,24,0.09375                 
68,24,-0.125                  
69,24,-0.13125                
70,24,-0.1375                 
70,24,-0.1375                 
69,24,-0.13125                
57,24,-0.0625                 
32,24,0.1                     
32,24,0.1                     
37,24,0.06875                 
44,24,0.025                   
68,24,-0.125                  
69,24,-0.13125                
68,24,-0.125                  
47,24,0.00625                 
41,24,0.04375                 
39,24,0.05625                 
39,24,0.05625                 
46,24,0.0125                  
68,24,-0.125                  
68,24,-0.125                  
65,24,-0.10625                
46,24,0.0125                  
42,24,0.0375                  
42,24,0.0375                  
46,24,0.01875                 
67,24,-0.11875                
68,24,-0.125                  
67,24,-0.11875                
49,24,-0.00625                
44,24,0.025                   
42,24,0.0375                  
42,24,0.0375                  
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
56,24,-0.05                   
45,24,0.01875                 
44,24,0.025                   
43,24,0.03125                 
45,24,0.01875                 
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
49,24,-0.00625                
44,24,0.025                   
42,24,0.0375                  
42,24,0.0375                  
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
64,24,-0.1                    
46,24,0.0125                  
45,24,0.01875                 
43,24,0.025                   
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
50,24,-0.01875                
45,24,0.01875                 
44,24,0.025                   
64,24,-0.1                    
69,24,-0.13125                
69,24,-0.13125                
68,24,-0.125                  
64,24,-0.1                    
47,24,0.00625                 
33,24,0.09375                 
30,24,0.1125                  
30,24,0.11875                 
30,24,0.1125                  
32,24,0.1                     
33,24,0.09375                 
31,24,0.10625                 
30,24,0.1125                  
30,24,0.1125                  
31,24,0.10625                 
28,24,0.125                   
25,24,0.14375                 
25,24,0.14375                 
27,24,0.13125                 
67,24,-0.1125                 
67,24,-0.11875                
67,24,-0.11875                
66,24,-0.1125                 
38,24,0.06875                 
35,24,0.08125                 
33,24,0.09375                 
32,24,0.1                     
68,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
41,24,0.04375                 
33,24,0.09375                 
32,24,0.1                     
33,24,0.09375                 
63,24,-0.0875                 
68,24,-0.125                  
68,24,-0.125                  
67,24,-0.11875                
36,24,0.075                   
31,24,0.10625                 
29,24,0.11875                 
51,24,-0.0125                 
68,24,-0.125                  
69,24,-0.13125                
68,24,-0.125                  
32,24,0.1                     
28,24,0.125                   
29,24,0.11875                 
31,24,0.10625                 
67,24,-0.11875                
68,24,-0.13125                
68,24,-0.125                  
54,24,-0.0375                 
31,24,0.10625                 
29,24,0.11875                 
29,24,0.11875                 
29,24,0.125                   
68,24,-0.125                  
68,24,-0.13125                
66,24,-0.1125                 
29,24,0.11875                 
26,24,0.1375                  
28,24,0.125                   
27,24,0.13125                 
67,24,-0.11875                
68,24,-0.125                  
67,24,-0.11875                
31,24,0.10625                 
27,24,0.125                   
25,24,0.1375                  
25,24,0.14375                 
67,24,-0.11875                
69,24,-0.13125                
69,24,-0.13125                
59,24,-0.075                  
26,24,0.14375                 
26,24,0.1375                  
27,24,0.13125                 
26,24,0.1375                  
68,24,-0.125                  
69,24,-0.125                  
68,24,-0.125                  
31,24,0.10625                 
25,24,0.14375                 
23,24,0.15625                 
23,24,0.15625                 
67,24,-0.11875                
69,24,-0.13125                
69,24,-0.125                  
67,24,-0.11875                
27,24,0.13125                 
26,24,0.14375                 
26,24,0.1375                  
28,24,0.125                   
67,24,-0.11875                
69,24,-0.13125                
69,24,-0.13125                
67,24,-0.11875                
39,24,0.05                    
34,24,0.0875                  
34,24,0.0875                  
34,24,0.0875                  
63,24,-0.0875                 
67,24,-0.11875                
66,24,-0.1125                 
46,24,0.0125                  
39,24,0.05625                 
38,24,0.0625                  
37,24,0.06875                 
41,24,0.05                    
66,24,-0.1125                 
68,24,-0.125                  
68,24,-0.125                  
53,24,-0.0375                 
41,24,0.04375                 
39,24,0.05625                 
39,24,0.05625                 
39,24,0.05625                 
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
59,24,-0.06875                
43,24,0.03125                 
39,24,0.05                    
39,24,0.05625                 
44,24,0.03125                 
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
57,24,-0.1                    
43,24,0.03125                 
41,24,0.04375                 
39,24,0.05625                 
48,24,0.025                   
68,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
47,24,0.00625                 
42,24,0.0375                  
41,24,0.04375                 
41,24,0.04375                 
66,24,-0.1125                 
68,24,-0.125                  
68,24,-0.125                  
60,24,-0.075                  
44,24,0.025                   
41,24,0.04375                 
40,24,0.05                    
40,24,0.05                    
68,24,-0.125                  
68,24,-0.125                  
67,24,-0.11875                
44,24,0.025                   
41,24,0.04375                 
41,24,0.04375                 
41,24,0.04375                 
67,24,-0.11875                
67,24,-0.125                  
68,24,-0.125                  
48,24,0                       
42,24,0.0375                  
39,24,0.05625                 
37,24,0.06875                 
67,24,-0.1125                 
68,24,-0.125                  
68,24,-0.125                  
66,24,-0.1125                 
23,24,0.15625                 
20,24,0.175                   
19,24,0.18125                 
19,24,0.18125                 
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
61,24,-0.0875                 
26,24,0.1375                  
22,24,0.1625                  
23,24,0.15625                 
26,24,0.1375                  
68,24,-0.125                  
68,24,-0.125                  
65,24,-0.10625                
23,24,0.15625                 
24,24,0.15                    
24,24,0.15                    
22,24,0.1625                  
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
60,24,-0.075                  
24,24,0.14375                 
21,24,0.16875                 
21,24,0.1625                  
24,24,0.15                    
68,24,-0.125                  
68,24,-0.125                  
67,24,-0.11875                
27,24,0.13125                 
25,24,0.14375                 
23,24,0.15625                 
20,24,0.175                   
67,24,-0.11875                
68,24,-0.125                  
67,24,-0.125                  
56,24,-0.05                   
22,24,0.1625                  
22,24,0.1625                  
24,24,0.15                    
24,24,0.15                    
67,24,-0.11875                
67,24,-0.11875                
66,24,-0.1125                 
28,24,0.125                   
25,24,0.14375                 
23,24,0.15625                 
20,24,0.16875                 
63,24,-0.0875                 
67,24,-0.11875                
67,24,-0.11875                
64,24,-0.1                    
23,24,0.15625                 
22,24,0.1625                  
24,24,0.15                    
24,24,0.14375                 
67,24,-0.11875                
67,24,-0.11875                
67,24,-0.11875                
28,24,0.125                   
25,24,0.14375                 
22,24,0.1625                  
21,24,0.175                   
56,24,-0.00625                
67,24,-0.11875                
67,24,-0.11875                
61,24,-0.08125                
23,24,0.15625                 
24,24,0.15                    
24,24,0.15                    
22,24,0.15625                 
66,24,-0.1125                 
67,24,-0.11875                
67,24,-0.11875                
28,24,0.125                   
22,24,0.15625                 
20,24,0.175                   
20,24,0.175                   
23,24,0.15625                 
67,24,-0.11875                
67,24,-0.11875                
66,24,-0.1125                 
23,24,0.15625                 
23,24,0.15625                 
23,24,0.15625                 
21,24,0.16875                 
23,24,0.15625                 
66,24,-0.1125                 
66,24,-0.1125                 
63,24,-0.09375                
23,24,0.15625                 
19,24,0.18125                 
20,24,0.175                   
23,24,0.15625                 
67,24,-0.11875                
67,24,-0.11875                
66,24,-0.1125                 
52,24,-0.025                  
26,24,0.1375                  
24,24,0.15                    
22,24,0.1625                  
24,24,0.15                    
67,24,-0.11875                
67,24,-0.11875                
67,24,-0.11875                
65,24,-0.10625                
39,24,0.05625                 
40,24,0.05                    
41,24,0.0375                  
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
66,24,-0.1125                 
45,24,0.01875                 
43,24,0.03125                 
44,24,0.025                   
45,24,0.01875                 
68,24,-0.125                  
68,24,-0.125                  
67,24,-0.11875                
64,24,-0.1                    
50,24,-0.00625                
48,24,0                       
65,24,-0.1                    
67,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
67,24,-0.11875                
49,24,-0.00625                
47,24,0.00625                 
47,24,0.00625                 
46,24,0.0125                  
65,24,-0.10625                
66,24,-0.11875                
67,24,-0.11875                
66,24,-0.1125                 
50,24,-0.0125                 
46,24,0.0125                  
45,24,0.01875                 
45,24,0.01875                 
66,24,-0.1125                 
67,24,-0.11875                
67,24,-0.11875                
53,24,-0.03125                
47,24,0.00625                 
47,24,0.00625                 
46,24,0.0125                  
51,24,-0.01875                
67,24,-0.11875                
67,24,-0.11875                
67,24,-0.11875                
65,24,-0.10625                
49,24,-0.00625                
47,24,0.00625                 
47,24,0.00625                 
65,24,-0.10625                
67,24,-0.11875                
68,24,-0.125                  
67,24,-0.11875                
66,24,-0.1125                 
50,24,-0.0125                 
48,24,0                       
46,24,0.0125                  
64,24,-0.1                    
67,24,-0.11875                
68,24,-0.125                  
67,24,-0.11875                
57,24,-0.05625                
48,24,0                       
47,24,0.00625                 
47,24,0.00625                 
66,24,-0.1125                 
67,24,-0.11875                
67,24,-0.11875                
67,24,-0.11875                
56,24,-0.05                   
46,24,0.0125                  
44,24,0.025                   
50,24,-0.0125                 
66,24,-0.1125                 
67,24,-0.11875                
66,24,-0.1125                 
63,24,-0.09375                
39,24,0.05625                 
22,24,0.1625                  
19,24,0.18125                 
16,24,0.19375                 
62,24,-0.0875                 
65,24,-0.1                    
61,24,-0.08125                
39,24,0.05625                 
32,24,0.09375                 
28,24,0.125                   
0,24,0.3                      
0,24,0.3                      
2,24,0.2875                   
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
8,24,0.25                     
0,24,0.3                      
0,24,0.3                      
10,24,0.2375                  
13,24,0.21875                 
0,24,0.3                      
7,24,0.25625                  
6,24,0.2625                   
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
7,24,0.25625                  
0,24,0.3                      
10,24,0.2375                  
17,24,0.19375                 
10,24,0.23125                 
0,24,0.3                      
0,24,0.3                      
7,24,0.2625                   
10,24,0.2375                  
13,24,0.2125                  
16,24,0.2                     
15,24,0.20625                 
0,24,0.3                      
0,24,0.3                      
11,24,0.23125                 
7,24,0.25625                  
7,24,0.25625                  
8,24,0.25                     
16,24,0.2                     
13,24,0.21875                 
0,24,0.3                      
0,24,0.3                      
0,24,0.3                      
7,24,0.25625                  
18,24,0.2125                  
13,24,0.21875                 
11,24,0.23125                 
0,24,0.3                      
0,24,0.3                      
5,24,0.26875                  
12,24,0.225                   
13,24,0.21875                 
17,24,0.18125                 
23,24,0.15625                 
19,24,0.18125                 
0,24,0.3                      
0,24,0.3                      
14,24,0.2125                  
12,24,0.225                   
11,24,0.23125                 
5,24,0.2625                   
27,24,0.13125                 
27,24,0.13125                 
0,24,0.3                      
0,24,0.3                      
11,24,0.23125                 
12,24,0.225                   
13,24,0.21875                 
0,24,0.3                      
27,24,0.13125                 
25,24,0.14375                 
21,24,0.16875                 
0,24,0.3                      
0,24,0.3                      
12,24,0.225                   
11,24,0.23125                 
7,24,0.25625                  
30,24,0.1125                  
38,24,0.0625                  
36,24,0.075                   
24,24,0.14375                 
0,24,0.3                      
19,24,0.18125                 
19,24,0.18125                 
16,24,0.1875                  
17,24,0.19375                 
28,24,0.125                   
51,24,-0.01875                
57,24,-0.05625                
60,24,-0.075                  
61,24,-0.08125                
62,24,-0.0875                 
62,24,-0.0875                 
61,24,-0.08125                
60,24,-0.075                  
42,24,0.0375                  
65,24,-0.1125                 
67,24,-0.11875                
67,24,-0.11875                
67,24,-0.11875                
68,24,-0.11875                
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
69,24,-0.125                  
69,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
68,24,-0.125                  
69,24,-0.125                  
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.13125                
69,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,24,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
68,25,-0.125                  
