RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,County,Vice-county,Habitat description,Determiner name,Abundance,Record comment,Specimen comment,Life stage,Survey name,Source,"Habitat code (Fossitt, 2000)",Sampling method,Native status
2.41065E+16,,,19/09/2012,19/09/2012,D,19/09/2012,NBNSYS0000006842,Chorthippus brunneus,V904277,90450,27750,OSI,100,,"Long Island, Roaringwater Bay",Clare Heardman,,FALSE,FALSE,,Cork,West Cork,Semi-natural grassland,,<10,,,,,,,,
2.41065E+16,,,11/09/2012,11/09/2012,D,11/09/2012,NHMSYS0001387317,Forficula auricularia,V786281,78650,28150,OSI,100,,Goleen,Kevin Lynch,,FALSE,FALSE,,Cork,West Cork,Buildings and artificial surfaces,,1,Kitchen Floor,,,,,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006842,Chorthippus brunneus,W1127,111500,27500,OSI,1000,,"Ballyally Lough, SE of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006839,Myrmeleotettix maculatus,W1127,111500,27500,OSI,1000,,"Ballyally Lough, SE of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006838,Omocestus viridulus,W1127,111500,27500,OSI,1000,,"Ballyally Lough, SE of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
9.47987E+16,,,04/05/1997,04/05/1997,D,04/05/1997,NBNSYS0000006833,Tetrix undulata,W1327,113500,27500,OSI,1000,,Tregumna,John Paul,,FALSE,FALSE,,,West Cork,,John Paul,4,,Voucher specimen,Adult,John Paul 2005. Unpublished field notes,Submitted directly to the Data Centre,,,
2.41065E+16,,,19/09/2012,19/09/2012,D,19/09/2012,NBNSYS0000006839,Myrmeleotettix maculatus,V932289,93250,28950,OSI,100,,"Long Island, Roaringwater Bay",Clare Heardman,,FALSE,FALSE,,Cork,West Cork,Dry siliceous heath,,<10,,,,,,,,
2.41065E+16,,,21/08/2012,21/08/2012,D,21/08/2012,NHMSYS0001387317,Forficula auricularia,W072324,107250,32450,OSI,100,,"Ardralla, Church Cross, Skibbereen",Elaine Draper,,FALSE,FALSE,,Cork,West Cork,Flower beds and borders,,>50,Loads of them!!,,,,,,,
2.41065E+16,,,29/08/2012,29/08/2012,D,29/08/2012,NBNSYS0000006833,Tetrix undulata,V957338,95750,33850,OSI,100,,Derreennatra Bog NHA,Clare Heardman & Patrick Graham,,FALSE,FALSE,,Cork,West Cork,Recolonising bare ground,,1,,,,,,,,
2.41065E+16,,,29/08/2012,29/08/2012,D,29/08/2012,NBNSYS0000006842,Chorthippus brunneus,V957338,95750,33850,OSI,100,,Derreennatra Bog NHA,Clare Heardman & Patrick Graham,,FALSE,FALSE,,Cork,West Cork,Dry-humid acid grassland,,<10,,,,,,,,
2.41065E+16,,,29/08/2012,29/08/2012,D,29/08/2012,NBNSYS0000006838,Omocestus viridulus,V957338,95750,33850,OSI,100,,Derreennatra Bog NHA,Clare Heardman & Patrick Graham,,FALSE,FALSE,,Cork,West Cork,Dry-humid acid grassland,,<10,,,,,,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006842,Chorthippus brunneus,W1833,118500,33500,OSI,1000,,Rinneen,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006838,Omocestus viridulus,W1833,118500,33500,OSI,1000,,Rinneen,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006838,Omocestus viridulus,W3333,133500,33500,OSI,1000,,"Lough Rahavarrig, SE of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006824,Conocephalus dorsalis,W3333,133500,33500,OSI,1000,,"Lough Rahavarrig, SE of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,29/07/2010,29/07/2010,D,29/07/2010,NBNSYS0000006824,Conocephalus dorsalis,W337338,133750,33850,OSI,100,,The Long Strand,Martin Cawley,,FALSE,FALSE,,,,coastal marsh,,,,,,,,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006842,Chorthippus brunneus,V93,95000,35000,OSI,10000,,Schull,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1960,31/12/1999,DD,01/01/1960 - 31/12/1999,NBNSYS0000006842,Chorthippus brunneus,V93,95000,35000,OSI,10000,,Ballydehob,"Newman, P.M.",,FALSE,FALSE,,,203,,"Marshall, J.A.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1960,31/12/1999,DD,01/01/1960 - 31/12/1999,NBNSYS0000006838,Omocestus viridulus,V93,95000,35000,OSI,10000,,"Bantry,Ballydehob S of","Newman, P.M.",,FALSE,FALSE,,,203,,"Newman, P.M.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006838,Omocestus viridulus,V93,95000,35000,OSI,10000,,Schull,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006839,Myrmeleotettix maculatus,V93,95000,35000,OSI,10000,,Schull,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
9.47987E+16,,,02/05/1997,02/05/1997,D,02/05/1997,NBNSYS0000006833,Tetrix undulata,W2934,129500,34500,OSI,1000,,Warren Strand,John Paul,,FALSE,FALSE,,,West Cork,,John Paul,2,,Voucher specimen,Adult,John Paul 2005. Unpublished field notes,Submitted directly to the Data Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006842,Chorthippus brunneus,W3134,131500,34500,OSI,1000,,Ownahincha,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006842,Chorthippus brunneus,W3234,132500,34500,OSI,1000,,Castlefreke Wood,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,14/07/1983,14/07/1983,D,14/07/1983,NBNSYS0000006842,Chorthippus brunneus,W3234,132500,34500,OSI,1000,,"Long Strand, Co. Cork.","Speight, M.C.D.",,FALSE,FALSE,,,203,,,,Grasshoppers and crickets of Ireland,,,,National Biodiversity Data Centre Ireland,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NHMSYS0001387317,Forficula auricularia,W3234,132500,34500,OSI,1000,,Castlefreke Wood,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,19/06/1990,19/06/1990,D,19/06/1990,NBNSYS0000006838,Omocestus viridulus,W3234,132500,34500,OSI,1000,,Castlefreke Wood,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006838,Omocestus viridulus,W3334,133500,34500,OSI,1000,,"Rahavarrig, S of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006824,Conocephalus dorsalis,W3334,133500,34500,OSI,1000,,"Rahavarrig, S of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006842,Chorthippus brunneus,W3334,133500,34500,OSI,1000,,"Rahavarrig, S of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006842,Chorthippus brunneus,W03,105000,35000,OSI,10000,,Kilcoe,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006839,Myrmeleotettix maculatus,W03,105000,35000,OSI,10000,,Kilcoe,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1971,31/12/1971,DD,01/01/1971 - 31/12/1971,NBNSYS0000006838,Omocestus viridulus,W03,105000,35000,OSI,10000,,Kilcoe,"Burton, J.F.",,FALSE,FALSE,,,203,,"Burton, J.F.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1960,31/12/1999,DD,01/01/1960 - 31/12/1999,NBNSYS0000006838,Omocestus viridulus,W13,115000,35000,OSI,10000,,"Skibbereen,Lough Hyne","Broomfield, P.S.",,FALSE,FALSE,,,203,,"Broomfield, P.S.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1693,31/12/1952,DD,01/01/1693 - 31/12/1952,NBNSYS0000006842,Chorthippus brunneus,W13,115000,35000,OSI,10000,,Castletownshend,,,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1960,31/12/1999,DD,01/01/1960 - 31/12/1999,NBNSYS0000006842,Chorthippus brunneus,W23,125000,35000,OSI,10000,,Rosscarbery Bay,"Macdonnell, L.M.",,FALSE,FALSE,,,203,,"Marshall, J.A.",,,,,,Biological Records Centre,,,
2.40966E+16,,,01/01/1693,31/12/1895,DD,01/01/1693 - 31/12/1895,NHMSYS0001387382,Labia minor,W23,125000,35000,OSI,10000,,Ross Carbery,,,FALSE,FALSE,,,203,,"O'Connor, J.P.",,,,,,"Harding, P.T.",,,
2.40966E+16,,,01/01/1693,31/12/1990,DD,01/01/1693 - 31/12/1990,NBNSYS0000006833,Tetrix undulata,W23,125000,35000,OSI,10000,,Glandore,,,FALSE,FALSE,,,203,,"O'Connor, J.P.",,,,,,"Harding, P.T.",,,
2.40966E+16,,,30/08/1976,30/08/1976,D,30/08/1976,NBNSYS0000006838,Omocestus viridulus,W33,135000,35000,OSI,10000,,"Rosscarbery Bay,E side","Pitkin, L.M.",,FALSE,FALSE,,,203,,"Marshall, J.A.",,,,,,Biological Records Centre,,,
2.41065E+16,,,02/09/2012,02/09/2012,D,02/09/2012,NHMSYS0001387317,Forficula auricularia,V980357,98050,35750,OSI,100,,"Cooragurteen, Ballydehob",Declan O'Donnell,,FALSE,FALSE,,Cork,West Cork,Horticultural land,,Nov-50,Lots in polytunnel,,,,,,,
2.40966E+16,,,23/08/1937,23/08/1937,D,23/08/1937,NBNSYS0000006842,Chorthippus brunneus,W63,165000,35000,OSI,10000,,Old Head of Kinsale,"Richardson, A.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006842,Chorthippus brunneus,W2835,128500,35500,OSI,1000,,"Creggane House, W of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NHMSYS0001387317,Forficula auricularia,W2835,128500,35500,OSI,1000,,"Creggane House, W of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006838,Omocestus viridulus,W2835,128500,35500,OSI,1000,,"Creggane House, W of","Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006838,Omocestus viridulus,W3035,130500,35500,OSI,1000,,Ownahincha,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,23/08/1989,23/08/1989,D,23/08/1989,NBNSYS0000006842,Chorthippus brunneus,W3035,130500,35500,OSI,1000,,Ownahincha,"Arnold, H.; Eversham, B.; Green, S.G.",,FALSE,FALSE,,,203,,,,,,,,Biological Records Centre,,,
2.40966E+16,,,01/06/1984,30/06/1984,DD,01/06/1984 - 30/06/1984,NBNSYS0000006838,Omocestus viridulus,W3935,139500,35500,OSI,1000,,Ardfield nr Dunnycove Bay,"Green, S.V.",,FALSE,FALSE,,,203,,"Green, S.V.",,,,,,Biological Records Centre,,,
2.48947E+16,,,14/08/2016,14/08/2016,D,14/08/2016,NBNSYS0000006842,Chorthippus brunneus,V984377,98450,37750,OSI,100,,Coolcaha,Ken Bond,,FALSE,FALSE,Images\24894664796554985.jpg,Cork,West Cork,,,1,Det. by Brian Nelson from e-mailed image.,,,,,,,
2.40966E+16,,,19/07/2003,24/08/2003,DD,19/07/2003 - 24/08/2003,NBNSYS0000006838,Omocestus viridulus,W3738,137000,38000,OSI,1000,,Clogheen Strand Intake,Tom Gittings,,FALSE,FALSE,,Cork,,,Tom Gittings,,,,,,,,Malaise trap,
2.40966E+16,,,23/07/2000,23/07/2000,D,23/07/2000,NBNSYS0000006842,Chorthippus brunneus,W406389,140650,38950,OSI,100,,Inchydoney,Martin Cawley,,FALSE,FALSE,,,,sand dunes,,,,,,,,,,
2.40966E+16,,,23/07/2000,23/07/2000,D,23/07/2000,NHMSYS0001387317,Forficula auricularia,W406389,140650,38950,OSI,100,,Inchydoney,Martin Cawley,,FALSE,FALSE,,,,sand dunes,,,,,,,,,,
2.40966E+16,,,23/07/2000,23/07/2000,D,23/07/2000,NBNSYS0000006825,Leptophyes punctatissima,W406389,140650,38950,OSI,100,,Inchydoney,Martin Cawley,,FALSE,FALSE,,,,sand dunes,,,,,,,,,,
2.41065E+16,,,10/08/2012,10/08/2012,D,10/08/2012,NHMSYS0001387317,Forficula auricularia,V490409,49050,40950,OSI,100,,Dursey Island.,David Cooke,,FALSE,FALSE,,Cork,West Cork,Flower beds and borders,,,,,,,,,,
2.41065E+16,,,04/09/2012,04/09/2012,D,04/09/2012,NBNSYS0000006842,Chorthippus brunneus,V517410,51750,41050,OSI,100,,Ballynacarriga,Penny Durell,,FALSE,FALSE,,Cork,West Cork,Dry meadows and grassy verges,,<10,,,,,,,,
